sexe,age,poids_kg,taille_cm,imc,imc_categorie,objectif,niveau,seances_semaine,type_programme,intensite,split_musculaire
femme,18,91,150,40.4,obesite,tonification,intermediaire,4,mixte,3,haut_bas
homme,29,83,179,25.9,surpoids,endurance,debutant,4,cardio_dominant,2,full_body
femme,38,74,151,32.5,obesite,prise_masse,debutant,4,musculation,2,push_pull
femme,35,96,158,38.5,obesite,prise_masse,debutant,4,musculation,2,push_pull
homme,27,116,180,35.8,obesite,perte_poids,avance,5,cardio_dominant,3,full_body
homme,65,65,184,19.2,normal,endurance,debutant,3,cardio_dominant,1,full_body
femme,23,100,163,37.6,obesite,endurance,intermediaire,3,cardio_dominant,4,full_body
homme,36,60,179,18.7,normal,tonification,debutant,3,mixte,2,haut_bas
homme,64,112,185,32.7,obesite,prise_masse,debutant,4,musculation,2,push_pull
femme,21,66,154,27.8,surpoids,tonification,debutant,4,mixte,2,haut_bas
homme,48,106,165,38.9,obesite,tonification,intermediaire,4,mixte,3,haut_bas
homme,47,80,195,21.0,normal,prise_masse,intermediaire,5,musculation,2,ppl
homme,65,89,164,33.1,obesite,prise_masse,debutant,5,musculation,2,ppl
homme,39,109,186,31.5,obesite,perte_poids,avance,5,cardio_dominant,2,full_body
femme,55,67,155,27.9,surpoids,perte_poids,intermediaire,4,cardio_dominant,2,full_body
femme,39,88,156,36.2,obesite,perte_poids,debutant,3,cardio_dominant,2,full_body
homme,55,86,163,32.4,obesite,perte_poids,avance,4,cardio_dominant,1,full_body
femme,23,96,172,32.4,obesite,perte_poids,intermediaire,4,cardio_dominant,2,full_body
homme,29,82,194,21.8,normal,endurance,debutant,4,cardio_dominant,2,full_body
homme,32,60,193,16.1,maigreur,perte_poids,intermediaire,3,HIIT,3,full_body
homme,20,56,189,15.7,maigreur,endurance,debutant,4,cardio_dominant,2,full_body
femme,57,100,159,39.6,obesite,perte_poids,debutant,4,cardio_dominant,1,full_body
femme,54,100,165,36.7,obesite,perte_poids,intermediaire,5,cardio_dominant,2,full_body
homme,31,60,161,23.1,normal,tonification,avance,5,mixte,2,push_pull
femme,38,88,161,33.9,obesite,prise_masse,debutant,5,musculation,2,ppl
homme,17,104,176,33.6,obesite,endurance,debutant,4,cardio_dominant,2,full_body
femme,62,50,154,21.1,normal,tonification,avance,5,mixte,3,push_pull
homme,35,109,169,38.2,obesite,tonification,debutant,4,mixte,2,haut_bas
homme,24,80,168,28.3,surpoids,prise_masse,avance,6,musculation,3,ppl
homme,20,95,170,32.9,obesite,tonification,debutant,3,mixte,2,haut_bas
homme,35,107,186,30.9,obesite,perte_poids,intermediaire,4,cardio_dominant,3,full_body
femme,27,53,153,22.6,normal,prise_masse,debutant,4,musculation,3,push_pull
femme,59,59,157,23.9,normal,prise_masse,avance,5,musculation,3,ppl
femme,46,83,177,26.5,surpoids,prise_masse,avance,6,musculation,3,ppl
femme,28,55,154,23.2,normal,tonification,intermediaire,3,mixte,3,haut_bas
homme,64,80,174,26.4,surpoids,endurance,intermediaire,3,cardio_dominant,3,full_body
femme,45,100,160,39.1,obesite,tonification,avance,4,mixte,3,push_pull
homme,55,105,180,32.4,obesite,tonification,avance,4,mixte,2,push_pull
femme,49,60,178,18.9,normal,tonification,debutant,4,mixte,1,haut_bas
homme,34,79,163,29.7,surpoids,tonification,avance,5,mixte,2,push_pull
femme,34,72,155,30.0,obesite,endurance,intermediaire,5,cardio_dominant,2,full_body
homme,62,66,188,18.7,normal,tonification,avance,4,mixte,2,push_pull
homme,17,112,180,34.6,obesite,tonification,intermediaire,3,mixte,2,haut_bas
homme,60,96,176,31.0,obesite,tonification,debutant,3,mixte,3,haut_bas
homme,21,101,188,28.6,surpoids,perte_poids,debutant,4,cardio_dominant,2,full_body
homme,65,60,184,17.7,maigreur,tonification,avance,4,mixte,1,push_pull
homme,42,61,171,20.9,normal,prise_masse,debutant,5,musculation,2,ppl
femme,24,52,155,21.6,normal,endurance,avance,4,cardio_dominant,4,full_body
femme,47,99,165,36.4,obesite,perte_poids,intermediaire,5,cardio_dominant,3,full_body
femme,46,87,168,30.8,obesite,prise_masse,debutant,5,musculation,2,ppl
homme,55,90,195,23.7,normal,perte_poids,debutant,3,HIIT,2,full_body
homme,25,59,182,17.8,maigreur,perte_poids,avance,4,HIIT,3,full_body
femme,42,51,151,22.4,normal,endurance,debutant,3,cardio_dominant,2,full_body
femme,39,82,173,27.4,surpoids,prise_masse,intermediaire,4,musculation,2,push_pull
femme,20,69,178,21.8,normal,endurance,intermediaire,4,cardio_dominant,4,full_body
homme,60,70,168,24.8,normal,endurance,intermediaire,4,cardio_dominant,3,full_body
femme,19,84,156,34.5,obesite,prise_masse,avance,5,musculation,3,ppl
homme,54,109,178,34.4,obesite,tonification,avance,5,mixte,2,push_pull
femme,49,76,168,26.9,surpoids,prise_masse,avance,6,musculation,3,ppl
homme,16,79,178,24.9,normal,prise_masse,avance,5,musculation,3,ppl
homme,18,107,186,30.9,obesite,prise_masse,avance,6,musculation,3,ppl
homme,32,91,172,30.8,obesite,perte_poids,avance,4,cardio_dominant,2,full_body
femme,37,66,171,22.6,normal,perte_poids,debutant,4,HIIT,3,full_body
homme,59,98,181,29.9,surpoids,prise_masse,debutant,5,musculation,1,ppl
homme,50,113,169,39.6,obesite,prise_masse,intermediaire,5,musculation,2,ppl
femme,62,81,159,32.0,obesite,perte_poids,avance,5,cardio_dominant,2,full_body
homme,20,100,181,30.5,obesite,prise_masse,avance,5,musculation,3,ppl
homme,52,76,194,20.2,normal,endurance,intermediaire,5,cardio_dominant,3,full_body
homme,33,59,180,18.2,maigreur,endurance,avance,5,cardio_dominant,4,full_body
homme,49,82,179,25.6,surpoids,endurance,intermediaire,4,cardio_dominant,3,full_body
femme,44,50,179,15.6,maigreur,perte_poids,debutant,3,HIIT,3,full_body
homme,65,94,190,26.0,surpoids,prise_masse,intermediaire,5,musculation,2,ppl
homme,40,113,162,43.1,obesite,prise_masse,debutant,4,musculation,2,push_pull
homme,22,60,189,16.8,maigreur,perte_poids,intermediaire,5,HIIT,4,full_body
femme,56,64,174,21.1,normal,perte_poids,avance,4,HIIT,3,full_body
homme,65,95,194,25.2,surpoids,endurance,intermediaire,4,cardio_dominant,3,full_body
femme,16,52,158,20.8,normal,prise_masse,debutant,4,musculation,2,push_pull
femme,34,90,154,37.9,obesite,endurance,intermediaire,5,cardio_dominant,3,full_body
homme,19,111,181,33.9,obesite,endurance,avance,4,cardio_dominant,4,full_body
homme,43,66,163,24.8,normal,perte_poids,intermediaire,4,HIIT,3,full_body
femme,28,97,160,37.9,obesite,endurance,intermediaire,5,cardio_dominant,4,full_body
homme,60,66,168,23.4,normal,tonification,avance,5,mixte,2,push_pull
femme,25,59,157,23.9,normal,tonification,intermediaire,5,mixte,3,haut_bas
femme,37,87,172,29.4,surpoids,tonification,debutant,4,mixte,2,haut_bas
homme,46,99,167,35.5,obesite,perte_poids,intermediaire,4,cardio_dominant,3,full_body
femme,48,53,168,18.8,normal,endurance,avance,4,cardio_dominant,4,full_body
homme,50,93,164,34.6,obesite,endurance,avance,5,cardio_dominant,4,full_body
femme,26,80,157,32.5,obesite,prise_masse,avance,6,musculation,3,ppl
femme,43,72,168,25.5,surpoids,prise_masse,avance,6,musculation,3,ppl
homme,23,117,164,43.5,obesite,prise_masse,avance,6,musculation,3,ppl
homme,20,106,179,33.1,obesite,tonification,debutant,3,mixte,2,haut_bas
femme,19,87,170,30.1,obesite,endurance,intermediaire,3,cardio_dominant,3,full_body
homme,50,112,169,39.2,obesite,perte_poids,debutant,4,cardio_dominant,1,full_body
femme,35,65,171,22.2,normal,prise_masse,debutant,5,musculation,1,ppl
femme,55,45,168,15.9,maigreur,endurance,debutant,4,cardio_dominant,3,full_body
femme,19,80,178,25.2,surpoids,perte_poids,intermediaire,3,cardio_dominant,3,full_body
femme,31,46,177,14.7,maigreur,perte_poids,intermediaire,4,HIIT,4,full_body
femme,40,70,162,26.7,surpoids,endurance,avance,5,cardio_dominant,4,full_body
homme,39,104,172,35.2,obesite,tonification,debutant,4,mixte,2,haut_bas
homme,25,57,164,21.2,normal,prise_masse,debutant,5,musculation,2,ppl
homme,60,113,186,32.7,obesite,perte_poids,debutant,4,cardio_dominant,1,full_body
femme,40,73,176,23.6,normal,tonification,avance,5,mixte,3,push_pull
femme,62,99,165,36.4,obesite,perte_poids,avance,4,cardio_dominant,3,full_body
femme,18,68,168,24.1,normal,tonification,avance,4,mixte,3,push_pull
femme,21,89,165,32.7,obesite,perte_poids,avance,4,cardio_dominant,3,full_body
femme,55,78,152,33.8,obesite,tonification,avance,4,mixte,3,push_pull
homme,50,98,163,36.9,obesite,endurance,avance,4,cardio_dominant,4,full_body
femme,34,96,161,37.0,obesite,endurance,intermediaire,4,cardio_dominant,3,full_body
femme,53,75,170,26.0,surpoids,endurance,debutant,3,cardio_dominant,2,full_body
femme,24,50,165,18.4,maigreur,perte_poids,intermediaire,5,HIIT,3,full_body
femme,33,62,169,21.7,normal,endurance,debutant,4,cardio_dominant,2,full_body
homme,39,112,169,39.2,obesite,prise_masse,avance,5,musculation,3,ppl
homme,37,59,193,15.8,maigreur,tonification,debutant,3,mixte,1,haut_bas
homme,58,85,184,25.1,surpoids,tonification,intermediaire,4,mixte,3,haut_bas
homme,57,61,182,18.4,maigreur,prise_masse,avance,6,musculation,3,ppl
homme,46,106,189,29.7,surpoids,perte_poids,debutant,4,cardio_dominant,1,full_body
homme,32,115,184,34.0,obesite,tonification,avance,4,mixte,2,push_pull
femme,44,96,179,30.0,obesite,perte_poids,intermediaire,4,cardio_dominant,2,full_body
homme,55,110,182,33.2,obesite,perte_poids,avance,5,cardio_dominant,2,full_body
femme,41,82,170,28.4,surpoids,perte_poids,intermediaire,4,cardio_dominant,3,full_body
homme,36,78,181,23.8,normal,prise_masse,avance,5,musculation,3,ppl
homme,59,68,166,24.7,normal,perte_poids,intermediaire,4,HIIT,3,full_body
femme,55,46,151,20.2,normal,endurance,debutant,3,cardio_dominant,2,full_body
homme,54,66,167,23.7,normal,perte_poids,avance,4,HIIT,3,full_body
homme,34,87,171,29.8,surpoids,perte_poids,avance,5,cardio_dominant,2,full_body
homme,32,96,187,27.5,surpoids,tonification,intermediaire,3,mixte,3,haut_bas
femme,19,66,162,25.1,surpoids,perte_poids,intermediaire,4,cardio_dominant,1,full_body
femme,28,76,152,32.9,obesite,prise_masse,intermediaire,6,musculation,2,ppl
femme,43,94,167,33.7,obesite,perte_poids,debutant,3,cardio_dominant,1,full_body
homme,18,68,176,22.0,normal,tonification,avance,4,mixte,2,push_pull
femme,25,76,178,24.0,normal,tonification,debutant,3,mixte,1,haut_bas
femme,41,66,172,22.3,normal,endurance,debutant,3,cardio_dominant,2,full_body
femme,62,99,162,37.7,obesite,tonification,intermediaire,3,mixte,3,haut_bas
homme,52,70,190,19.4,normal,tonification,avance,5,mixte,2,push_pull
femme,21,86,170,29.8,surpoids,tonification,debutant,4,mixte,2,haut_bas
femme,34,94,174,31.0,obesite,perte_poids,intermediaire,5,cardio_dominant,2,full_body
homme,60,93,172,31.4,obesite,tonification,avance,5,mixte,1,push_pull
femme,44,85,178,26.8,surpoids,tonification,debutant,3,mixte,2,haut_bas
homme,40,117,175,38.2,obesite,perte_poids,avance,4,cardio_dominant,3,full_body
femme,44,98,180,30.2,obesite,tonification,avance,4,mixte,3,push_pull
homme,23,106,162,40.4,obesite,endurance,avance,4,cardio_dominant,5,full_body
femme,20,59,168,20.9,normal,prise_masse,avance,5,musculation,4,ppl
femme,18,84,179,26.2,surpoids,perte_poids,intermediaire,3,cardio_dominant,3,full_body
homme,22,94,163,35.4,obesite,perte_poids,debutant,4,cardio_dominant,1,full_body
homme,20,83,191,22.8,normal,perte_poids,debutant,3,HIIT,2,full_body
femme,50,81,171,27.7,surpoids,endurance,debutant,3,cardio_dominant,2,full_body
homme,20,97,171,33.2,obesite,perte_poids,avance,4,cardio_dominant,2,full_body
femme,26,80,161,30.9,obesite,prise_masse,avance,6,musculation,3,ppl
homme,17,75,184,22.2,normal,prise_masse,debutant,5,musculation,2,ppl
homme,60,108,178,34.1,obesite,prise_masse,debutant,5,musculation,2,ppl
homme,42,112,177,35.7,obesite,prise_masse,avance,5,musculation,2,ppl
homme,56,66,191,18.1,maigreur,prise_masse,avance,6,musculation,2,ppl
homme,55,67,167,24.0,normal,prise_masse,debutant,5,musculation,1,ppl
homme,19,90,173,30.1,obesite,tonification,avance,4,mixte,2,push_pull
homme,58,75,171,25.6,surpoids,tonification,intermediaire,3,mixte,2,haut_bas
femme,37,61,163,23.0,normal,endurance,debutant,4,cardio_dominant,2,full_body
homme,48,117,161,45.1,obesite,prise_masse,debutant,4,musculation,2,push_pull
homme,28,108,180,33.3,obesite,tonification,avance,5,mixte,2,push_pull
homme,63,85,166,30.8,obesite,endurance,debutant,4,cardio_dominant,1,full_body
femme,47,82,165,30.1,obesite,prise_masse,debutant,4,musculation,1,push_pull
homme,40,77,189,21.6,normal,prise_masse,avance,6,musculation,3,ppl
homme,24,97,172,32.8,obesite,endurance,intermediaire,3,cardio_dominant,3,full_body
homme,45,114,167,40.9,obesite,endurance,debutant,4,cardio_dominant,2,full_body
femme,56,55,169,19.3,normal,prise_masse,intermediaire,6,musculation,1,ppl
homme,29,117,193,31.4,obesite,perte_poids,intermediaire,5,cardio_dominant,2,full_body
femme,63,72,173,24.1,normal,endurance,debutant,3,cardio_dominant,2,full_body
femme,52,54,180,16.7,maigreur,prise_masse,avance,5,musculation,2,ppl
homme,43,59,192,16.0,maigreur,perte_poids,intermediaire,5,HIIT,3,full_body
homme,51,65,175,21.2,normal,tonification,intermediaire,3,mixte,2,haut_bas
femme,31,63,161,24.3,normal,prise_masse,debutant,4,musculation,2,push_pull
femme,52,99,164,36.8,obesite,prise_masse,avance,5,musculation,2,ppl
femme,39,56,162,21.3,normal,prise_masse,avance,6,musculation,4,ppl
homme,34,59,181,18.0,maigreur,perte_poids,intermediaire,4,HIIT,4,full_body
homme,48,62,181,18.9,normal,perte_poids,avance,5,HIIT,2,full_body
homme,39,60,189,16.8,maigreur,tonification,intermediaire,4,mixte,2,haut_bas
homme,50,85,181,25.9,surpoids,prise_masse,debutant,4,musculation,2,push_pull
homme,48,89,182,26.9,surpoids,prise_masse,intermediaire,6,musculation,2,ppl
homme,47,112,182,33.8,obesite,perte_poids,intermediaire,5,cardio_dominant,2,full_body
homme,44,92,194,24.4,normal,tonification,avance,5,mixte,3,push_pull
homme,41,65,165,23.9,normal,prise_masse,intermediaire,4,musculation,2,push_pull
homme,60,69,177,22.0,normal,perte_poids,debutant,3,HIIT,2,full_body
homme,46,71,186,20.5,normal,perte_poids,intermediaire,4,HIIT,3,full_body
homme,30,57,164,21.2,normal,endurance,debutant,4,cardio_dominant,2,full_body
femme,60,87,168,30.8,obesite,endurance,intermediaire,5,cardio_dominant,4,full_body
femme,35,53,168,18.8,normal,tonification,intermediaire,3,mixte,4,haut_bas
homme,25,61,178,19.3,normal,tonification,intermediaire,4,mixte,2,haut_bas
homme,27,91,194,24.2,normal,prise_masse,avance,5,musculation,4,ppl
homme,36,60,167,21.5,normal,prise_masse,debutant,4,musculation,2,push_pull
femme,18,90,167,32.3,obesite,prise_masse,debutant,5,musculation,1,ppl
homme,50,75,194,19.9,normal,endurance,intermediaire,4,cardio_dominant,3,full_body
homme,36,113,169,39.6,obesite,tonification,intermediaire,3,mixte,2,haut_bas
femme,64,63,178,19.9,normal,endurance,intermediaire,5,cardio_dominant,3,full_body
femme,46,91,153,38.9,obesite,endurance,avance,4,cardio_dominant,4,full_body
homme,44,83,185,24.3,normal,endurance,debutant,4,cardio_dominant,2,full_body
homme,65,83,193,22.3,normal,prise_masse,avance,6,musculation,3,ppl
homme,41,120,165,44.1,obesite,tonification,avance,4,mixte,2,push_pull
homme,39,109,169,38.2,obesite,endurance,intermediaire,4,cardio_dominant,3,full_body
femme,51,73,159,28.9,surpoids,endurance,intermediaire,3,cardio_dominant,3,full_body
femme,62,55,159,21.8,normal,tonification,intermediaire,4,mixte,4,haut_bas
femme,25,50,169,17.5,maigreur,prise_masse,avance,5,musculation,2,ppl
femme,21,69,174,22.8,normal,perte_poids,avance,4,HIIT,3,full_body
femme,61,74,167,26.5,surpoids,tonification,debutant,3,mixte,2,haut_bas
femme,35,47,165,17.3,maigreur,endurance,avance,5,cardio_dominant,4,full_body
femme,25,45,175,14.7,maigreur,prise_masse,debutant,5,musculation,2,ppl
femme,42,63,171,21.5,normal,perte_poids,avance,4,HIIT,3,full_body
homme,20,118,177,37.7,obesite,perte_poids,debutant,4,cardio_dominant,1,full_body
femme,60,75,171,25.6,surpoids,endurance,avance,4,cardio_dominant,4,full_body
homme,36,73,163,27.5,surpoids,endurance,debutant,4,cardio_dominant,1,full_body
homme,39,89,163,33.5,obesite,endurance,debutant,4,cardio_dominant,2,full_body
femme,56,78,159,30.9,obesite,perte_poids,intermediaire,3,cardio_dominant,2,full_body
homme,36,96,170,33.2,obesite,perte_poids,avance,5,cardio_dominant,2,full_body
femme,25,67,168,23.7,normal,perte_poids,avance,4,HIIT,3,full_body
femme,26,66,163,24.8,normal,endurance,intermediaire,3,cardio_dominant,3,full_body
homme,42,69,193,18.5,normal,prise_masse,avance,6,musculation,2,ppl
homme,35,99,190,27.4,surpoids,prise_masse,debutant,5,musculation,2,ppl
femme,17,64,172,21.6,normal,endurance,debutant,3,cardio_dominant,2,full_body
homme,24,81,168,28.7,surpoids,prise_masse,intermediaire,4,musculation,2,push_pull
homme,18,110,190,30.5,obesite,perte_poids,debutant,3,cardio_dominant,1,full_body
homme,20,60,176,19.4,normal,tonification,debutant,4,mixte,2,haut_bas
homme,27,80,173,26.7,surpoids,perte_poids,avance,5,cardio_dominant,2,full_body
homme,26,100,182,30.2,obesite,endurance,avance,4,cardio_dominant,4,full_body
homme,61,82,160,32.0,obesite,perte_poids,avance,4,cardio_dominant,1,full_body
homme,48,82,166,29.8,surpoids,perte_poids,avance,5,cardio_dominant,2,full_body
homme,38,78,166,28.3,surpoids,tonification,avance,5,mixte,2,push_pull
homme,45,70,180,21.6,normal,tonification,debutant,3,mixte,2,haut_bas
femme,62,80,159,31.6,obesite,endurance,avance,4,cardio_dominant,4,full_body
femme,54,74,159,29.3,surpoids,perte_poids,intermediaire,5,cardio_dominant,2,full_body
femme,43,63,163,23.7,normal,prise_masse,avance,5,musculation,2,ppl
femme,47,88,150,39.1,obesite,endurance,debutant,3,cardio_dominant,2,full_body
homme,60,106,185,31.0,obesite,perte_poids,debutant,3,cardio_dominant,2,full_body
homme,28,98,172,33.1,obesite,perte_poids,intermediaire,5,cardio_dominant,3,full_body
femme,62,72,176,23.2,normal,perte_poids,debutant,4,HIIT,2,full_body
femme,54,87,165,32.0,obesite,tonification,intermediaire,4,mixte,2,haut_bas
femme,32,52,153,22.2,normal,prise_masse,intermediaire,5,musculation,2,ppl
homme,47,63,163,23.7,normal,perte_poids,debutant,3,HIIT,1,full_body
femme,55,84,159,33.2,obesite,endurance,debutant,3,cardio_dominant,3,full_body
femme,47,87,159,34.4,obesite,tonification,debutant,4,mixte,2,haut_bas
femme,40,52,163,19.6,normal,perte_poids,debutant,4,HIIT,2,full_body
femme,27,47,151,20.6,normal,tonification,intermediaire,5,mixte,3,haut_bas
femme,35,53,163,19.9,normal,prise_masse,intermediaire,6,musculation,2,ppl
homme,46,115,195,30.2,obesite,tonification,avance,4,mixte,2,push_pull
femme,55,69,168,24.4,normal,endurance,intermediaire,5,cardio_dominant,3,full_body
femme,18,82,150,36.4,obesite,endurance,debutant,3,cardio_dominant,3,full_body
femme,22,69,160,27.0,surpoids,perte_poids,avance,5,cardio_dominant,2,full_body
femme,31,87,151,38.2,obesite,tonification,intermediaire,3,mixte,3,haut_bas
femme,35,100,152,43.3,obesite,perte_poids,avance,4,cardio_dominant,2,full_body
homme,52,109,189,30.5,obesite,endurance,debutant,4,cardio_dominant,2,full_body
femme,40,81,162,30.9,obesite,perte_poids,intermediaire,4,cardio_dominant,2,full_body
femme,37,58,171,19.8,normal,perte_poids,avance,5,HIIT,3,full_body
femme,43,68,159,26.9,surpoids,prise_masse,avance,5,musculation,3,ppl
homme,35,61,176,19.7,normal,prise_masse,intermediaire,6,musculation,2,ppl
homme,33,98,166,35.6,obesite,perte_poids,avance,4,cardio_dominant,2,full_body
femme,20,95,161,36.6,obesite,tonification,debutant,4,mixte,2,haut_bas
femme,28,65,167,23.3,normal,tonification,avance,5,mixte,3,push_pull
femme,49,90,170,31.1,obesite,prise_masse,debutant,4,musculation,2,push_pull
homme,52,110,194,29.2,surpoids,tonification,intermediaire,5,mixte,2,haut_bas
homme,25,85,169,29.8,surpoids,endurance,intermediaire,5,cardio_dominant,3,full_body
femme,20,100,160,39.1,obesite,tonification,intermediaire,5,mixte,3,haut_bas
femme,32,55,170,19.0,normal,endurance,intermediaire,5,cardio_dominant,3,full_body
femme,17,57,154,24.0,normal,prise_masse,debutant,4,musculation,3,push_pull
femme,43,72,167,25.8,surpoids,tonification,intermediaire,5,mixte,2,haut_bas
homme,32,58,168,20.5,normal,prise_masse,intermediaire,5,musculation,2,ppl
homme,19,57,191,15.6,maigreur,perte_poids,avance,4,HIIT,3,full_body
femme,58,68,178,21.5,normal,perte_poids,intermediaire,5,HIIT,2,full_body
femme,63,81,153,34.6,obesite,prise_masse,debutant,4,musculation,2,push_pull
femme,23,83,157,33.7,obesite,tonification,debutant,4,mixte,2,haut_bas
femme,22,54,156,22.2,normal,prise_masse,intermediaire,4,musculation,2,push_pull
femme,53,100,158,40.1,obesite,tonification,intermediaire,3,mixte,3,haut_bas
femme,46,72,167,25.8,surpoids,perte_poids,intermediaire,5,cardio_dominant,2,full_body
femme,39,90,165,33.1,obesite,prise_masse,intermediaire,5,musculation,2,ppl
homme,51,87,175,28.4,surpoids,perte_poids,avance,5,cardio_dominant,2,full_body
femme,44,60,177,19.2,normal,perte_poids,avance,5,HIIT,3,full_body
femme,64,97,152,42.0,obesite,endurance,intermediaire,3,cardio_dominant,3,full_body
homme,18,107,180,33.0,obesite,tonification,avance,5,mixte,1,push_pull
femme,37,98,163,36.9,obesite,tonification,avance,5,mixte,2,push_pull
homme,20,119,176,38.4,obesite,prise_masse,avance,6,musculation,3,ppl
femme,19,93,150,41.3,obesite,tonification,avance,4,mixte,3,push_pull
homme,36,94,172,31.8,obesite,perte_poids,intermediaire,5,cardio_dominant,2,full_body
homme,36,107,168,37.9,obesite,prise_masse,avance,6,musculation,3,ppl
homme,28,91,180,28.1,surpoids,endurance,debutant,3,cardio_dominant,2,full_body
homme,17,57,174,18.8,normal,tonification,intermediaire,5,mixte,2,haut_bas
homme,60,88,172,29.7,surpoids,perte_poids,intermediaire,3,cardio_dominant,2,full_body
femme,26,68,152,29.4,surpoids,endurance,debutant,3,cardio_dominant,2,full_body
femme,30,52,165,19.1,normal,tonification,avance,4,mixte,3,push_pull
femme,24,69,165,25.3,surpoids,endurance,avance,5,cardio_dominant,3,full_body
homme,27,108,172,36.5,obesite,endurance,avance,5,cardio_dominant,5,full_body
homme,31,112,175,36.6,obesite,endurance,intermediaire,4,cardio_dominant,3,full_body
femme,36,53,165,19.5,normal,perte_poids,debutant,4,HIIT,2,full_body
femme,20,61,169,21.4,normal,tonification,avance,4,mixte,3,push_pull
homme,54,100,190,27.7,surpoids,endurance,debutant,3,cardio_dominant,2,full_body
femme,24,68,171,23.3,normal,endurance,intermediaire,5,cardio_dominant,3,full_body
homme,37,118,192,32.0,obesite,endurance,debutant,4,cardio_dominant,2,full_body
femme,36,52,158,20.8,normal,tonification,debutant,3,mixte,1,haut_bas
femme,34,72,161,27.8,surpoids,endurance,avance,5,cardio_dominant,4,full_body
femme,36,55,178,17.4,maigreur,endurance,intermediaire,5,cardio_dominant,2,full_body
homme,19,74,172,25.0,surpoids,tonification,debutant,3,mixte,2,haut_bas
femme,43,74,172,25.0,surpoids,endurance,debutant,3,cardio_dominant,1,full_body
femme,51,90,161,34.7,obesite,perte_poids,intermediaire,4,cardio_dominant,2,full_body
homme,29,66,182,19.9,normal,prise_masse,debutant,5,musculation,2,ppl
homme,49,55,173,18.4,maigreur,endurance,avance,4,cardio_dominant,4,full_body
homme,17,97,166,35.2,obesite,prise_masse,intermediaire,5,musculation,2,ppl
homme,25,96,166,34.8,obesite,tonification,intermediaire,3,mixte,2,haut_bas
femme,54,62,180,19.1,normal,tonification,avance,4,mixte,3,push_pull
homme,19,82,168,29.1,surpoids,tonification,intermediaire,5,mixte,2,haut_bas
homme,41,66,184,19.5,normal,perte_poids,avance,5,HIIT,3,full_body
femme,26,58,177,18.5,normal,perte_poids,debutant,4,HIIT,3,full_body
femme,43,76,159,30.1,obesite,prise_masse,debutant,5,musculation,1,ppl
homme,48,102,166,37.0,obesite,endurance,avance,4,cardio_dominant,4,full_body
femme,43,83,168,29.4,surpoids,tonification,intermediaire,3,mixte,4,haut_bas
femme,21,72,170,24.9,normal,prise_masse,intermediaire,4,musculation,2,push_pull
femme,25,90,171,30.8,obesite,prise_masse,avance,6,musculation,3,ppl
homme,46,65,187,18.6,normal,endurance,intermediaire,4,cardio_dominant,3,full_body
homme,34,109,193,29.3,surpoids,endurance,debutant,3,cardio_dominant,2,full_body
homme,22,107,187,30.6,obesite,perte_poids,avance,5,cardio_dominant,2,full_body
femme,65,50,168,17.7,maigreur,endurance,intermediaire,5,cardio_dominant,3,full_body
femme,18,70,176,22.6,normal,prise_masse,debutant,4,musculation,2,push_pull
femme,64,74,173,24.7,normal,endurance,avance,5,cardio_dominant,4,full_body
femme,21,56,156,23.0,normal,endurance,debutant,4,cardio_dominant,1,full_body
homme,41,55,161,21.2,normal,tonification,avance,4,mixte,2,push_pull
femme,58,100,162,38.1,obesite,tonification,avance,5,mixte,3,push_pull
femme,24,53,152,22.9,normal,tonification,intermediaire,3,mixte,3,haut_bas
homme,57,116,173,38.8,obesite,prise_masse,debutant,4,musculation,2,push_pull
femme,45,94,159,37.2,obesite,prise_masse,debutant,4,musculation,2,push_pull
homme,47,111,169,38.9,obesite,perte_poids,debutant,4,cardio_dominant,1,full_body
femme,41,81,159,32.0,obesite,prise_masse,debutant,4,musculation,2,push_pull
homme,18,92,191,25.2,surpoids,tonification,intermediaire,4,mixte,2,haut_bas
femme,17,78,151,34.2,obesite,prise_masse,avance,6,musculation,3,ppl
homme,23,115,186,33.2,obesite,endurance,avance,5,cardio_dominant,4,full_body
femme,26,46,163,17.3,maigreur,tonification,avance,5,mixte,4,push_pull
femme,30,77,157,31.2,obesite,endurance,intermediaire,5,cardio_dominant,2,full_body
femme,62,63,178,19.9,normal,tonification,debutant,4,mixte,1,haut_bas
femme,34,58,169,20.3,normal,tonification,debutant,3,mixte,2,haut_bas
homme,22,117,170,40.5,obesite,prise_masse,debutant,5,musculation,1,ppl
femme,19,80,156,32.9,obesite,endurance,debutant,3,cardio_dominant,2,full_body
femme,48,56,155,23.3,normal,endurance,avance,4,cardio_dominant,5,full_body
femme,23,59,169,20.7,normal,tonification,debutant,3,mixte,2,haut_bas
femme,33,80,174,26.4,surpoids,endurance,debutant,3,cardio_dominant,1,full_body
homme,22,69,189,19.3,normal,perte_poids,intermediaire,5,HIIT,3,full_body
homme,56,76,166,27.6,surpoids,perte_poids,avance,4,cardio_dominant,1,full_body
femme,44,90,159,35.6,obesite,prise_masse,avance,6,musculation,4,ppl
homme,24,97,183,29.0,surpoids,prise_masse,avance,5,musculation,4,ppl
femme,46,98,157,39.8,obesite,tonification,debutant,4,mixte,2,haut_bas
homme,39,108,183,32.2,obesite,perte_poids,intermediaire,5,cardio_dominant,2,full_body
homme,42,109,168,38.6,obesite,tonification,debutant,4,mixte,1,haut_bas
