payment_id,member_id,sub_id,amount,payment_date,month,method,status,plan_name
4239,388,3286,49.43,2025-07-09,2025-07,VIREMENT,PAID,Standard Premium
4240,388,3287,60.82,2025-08-15,2025-08,CARD,PAID,Yoga Flow
4241,388,3288,49.61,2025-09-17,2025-09,VIREMENT,PENDING,Standard Premium
4242,388,3289,90.5,2025-10-16,2025-10,CASH,PAID,CrossFit Elite
4243,388,3290,15.57,2025-11-16,2025-11,CARD,PAID,Day Pass
4244,388,3290,14.51,2025-11-14,2025-11,CARD,PAID,Day Pass
4245,388,3290,14.91,2025-11-18,2025-11,CARD,PAID,Day Pass
4246,388,3290,14.71,2025-11-14,2025-11,CARD,PAID,Day Pass
4247,388,3291,90.92,2025-11-20,2025-11,CARD,PAID,CrossFit Elite
4248,388,3292,14.91,2025-12-23,2025-12,CARD,PAID,Day Pass
4249,388,3292,15.22,2025-12-19,2025-12,CARD,PAID,Day Pass
4250,388,3293,50.69,2025-12-22,2025-12,VIREMENT,PAID,Standard Premium
4251,388,3294,48.21,2026-01-29,2026-01,CASH,PAID,Standard Premium
4252,388,3295,57.86,2026-03-06,2026-03,CASH,PAID,Yoga Flow
4253,388,3295,56.67,2026-03-04,2026-03,CASH,PAID,Yoga Flow
4254,389,3296,57.55,2026-01-19,2026-01,CASH,PAID,Yoga Flow
4255,389,3297,84.67,2026-02-19,2026-02,CASH,PAID,CrossFit Elite
4256,389,3298,86.03,2026-03-20,2026-03,CARD,PENDING,CrossFit Elite
4257,390,3299,14.76,2025-09-28,2025-09,CASH,PENDING,Day Pass
4258,390,3299,15.34,2025-09-25,2025-09,CASH,PAID,Day Pass
4259,390,3299,14.35,2025-09-29,2025-09,CASH,PAID,Day Pass
4260,390,3299,15.47,2025-09-25,2025-09,CASH,PAID,Day Pass
4261,390,3300,84.59,2025-10-02,2025-10,CASH,PAID,CrossFit Elite
4262,390,3301,88.19,2025-11-02,2025-11,CARD,PENDING,CrossFit Elite
4263,390,3302,92.96,2025-11-30,2025-11,CARD,PAID,CrossFit Elite
4264,390,3303,59.03,2026-01-03,2026-01,CASH,PENDING,Yoga Flow
4265,390,3304,15.31,2026-02-06,2026-02,CARD,PAID,Day Pass
4266,390,3304,15.52,2026-02-03,2026-02,CARD,PAID,Day Pass
4267,390,3304,15.38,2026-02-04,2026-02,CARD,PAID,Day Pass
4268,390,3304,14.74,2026-02-03,2026-02,CARD,PAID,Day Pass
4269,390,3305,56.29,2026-02-12,2026-02,CASH,PAID,Yoga Flow
4270,390,3305,57.79,2026-02-12,2026-02,CASH,PAID,Yoga Flow
4271,390,3305,57.42,2026-02-09,2026-02,CASH,PAID,Yoga Flow
4272,391,3306,47.5,2025-01-30,2025-01,CARD,PAID,Standard Premium
4273,391,3307,48.4,2025-02-26,2025-02,CASH,PAID,Standard Premium
4274,391,3308,15.03,2025-03-31,2025-03,CARD,PAID,Day Pass
4275,391,3308,15.05,2025-03-29,2025-03,CARD,PAID,Day Pass
4276,391,3308,15.32,2025-03-27,2025-03,CARD,PAID,Day Pass
4277,391,3308,14.52,2025-03-29,2025-03,CARD,FAILED,Day Pass
4278,391,3309,86.53,2025-04-01,2025-04,CASH,PAID,CrossFit Elite
4279,391,3310,92.88,2025-04-29,2025-04,CARD,PAID,CrossFit Elite
4280,391,3311,48.83,2025-06-01,2025-06,CASH,PAID,Standard Premium
4281,391,3312,14.69,2025-07-06,2025-07,CARD,PAID,Day Pass
4282,391,3313,14.28,2025-07-07,2025-07,CASH,PAID,Day Pass
4283,391,3313,15.32,2025-07-05,2025-07,CASH,PAID,Day Pass
4284,391,3313,15.62,2025-07-08,2025-07,CASH,PAID,Day Pass
4285,391,3313,14.67,2025-07-04,2025-07,CASH,PENDING,Day Pass
4286,391,3314,89.94,2025-07-07,2025-07,CASH,PAID,CrossFit Elite
4287,391,3315,59.86,2025-08-10,2025-08,CASH,PAID,Yoga Flow
4288,391,3316,91.26,2025-09-11,2025-09,CASH,PAID,CrossFit Elite
4289,391,3317,91.48,2025-10-14,2025-10,CASH,PAID,CrossFit Elite
4290,391,3318,87.26,2025-11-13,2025-11,CASH,PAID,CrossFit Elite
4291,391,3319,60.23,2025-12-15,2025-12,CASH,PAID,Yoga Flow
4292,391,3320,46.67,2026-01-17,2026-01,CARD,PENDING,Standard Premium
4293,391,3320,50.69,2026-01-18,2026-01,CARD,PAID,Standard Premium
4294,391,3320,49.46,2026-01-16,2026-01,CARD,PAID,Standard Premium
4295,391,3320,50.03,2026-01-21,2026-01,CARD,PAID,Standard Premium
4296,392,3321,58.57,2024-12-24,2024-12,CARD,PAID,Yoga Flow
4297,392,3322,87.52,2025-01-26,2025-01,CARD,PENDING,CrossFit Elite
4298,392,3323,47.48,2025-02-27,2025-02,CARD,PAID,Standard Premium
4299,392,3324,50.45,2025-04-04,2025-04,CASH,PAID,Standard Premium
4300,392,3325,14.58,2025-05-08,2025-05,CASH,PAID,Day Pass
4301,392,3325,15.75,2025-05-06,2025-05,CASH,PAID,Day Pass
4302,392,3325,15.71,2025-05-03,2025-05,CASH,PAID,Day Pass
4303,392,3325,15.74,2025-05-06,2025-05,CASH,PAID,Day Pass
4304,392,3326,91.09,2025-05-09,2025-05,CARD,PAID,CrossFit Elite
4305,392,3327,48.69,2025-06-12,2025-06,CASH,PAID,Standard Premium
4306,392,3328,87.0,2025-07-19,2025-07,VIREMENT,PAID,CrossFit Elite
4307,392,3329,90.78,2025-08-20,2025-08,CASH,PAID,CrossFit Elite
4308,392,3330,87.24,2025-09-20,2025-09,CARD,PAID,CrossFit Elite
4309,392,3331,14.49,2025-10-17,2025-10,CASH,PAID,Day Pass
4310,392,3331,15.37,2025-10-20,2025-10,CASH,PAID,Day Pass
4311,392,3331,15.39,2025-10-20,2025-10,CASH,PAID,Day Pass
4312,392,3332,51.02,2025-10-22,2025-10,CASH,PAID,Standard Premium
4313,392,3333,49.83,2025-11-24,2025-11,CASH,PAID,Standard Premium
4314,392,3334,57.86,2025-12-26,2025-12,CARD,PAID,Yoga Flow
4315,392,3335,91.89,2026-01-31,2026-01,CASH,PAID,CrossFit Elite
4316,392,3336,58.48,2026-03-02,2026-03,CARD,PAID,Yoga Flow
4317,393,3337,92.6,2025-04-08,2025-04,CASH,PAID,CrossFit Elite
4318,393,3338,49.49,2025-05-12,2025-05,CASH,PAID,Standard Premium
4319,393,3339,14.62,2025-06-08,2025-06,CASH,PAID,Day Pass
4320,393,3339,14.97,2025-06-11,2025-06,CASH,PAID,Day Pass
4321,393,3339,14.45,2025-06-09,2025-06,CASH,PAID,Day Pass
4322,393,3339,14.96,2025-06-09,2025-06,CASH,PENDING,Day Pass
4323,393,3340,85.57,2025-06-09,2025-06,CASH,PAID,CrossFit Elite
4324,393,3341,90.41,2025-07-13,2025-07,CARD,PAID,CrossFit Elite
4325,393,3342,15.42,2025-08-17,2025-08,CARD,PAID,Day Pass
4326,393,3343,15.22,2025-08-21,2025-08,CASH,PAID,Day Pass
4327,393,3343,14.52,2025-08-22,2025-08,CASH,FAILED,Day Pass
4328,393,3343,14.81,2025-08-20,2025-08,CASH,PENDING,Day Pass
4329,393,3343,14.93,2025-08-21,2025-08,CASH,PAID,Day Pass
4330,393,3344,91.89,2025-08-25,2025-08,CASH,PAID,CrossFit Elite
4331,393,3345,48.04,2025-09-26,2025-09,CARD,PAID,Standard Premium
4332,393,3346,15.18,2025-10-31,2025-10,CASH,PAID,Day Pass
4333,393,3346,15.24,2025-10-29,2025-10,CASH,PAID,Day Pass
4334,393,3347,47.44,2025-11-04,2025-11,CASH,PENDING,Standard Premium
4335,393,3348,47.83,2025-11-29,2025-11,CASH,PENDING,Standard Premium
4336,393,3348,50.89,2025-11-29,2025-11,CASH,PAID,Standard Premium
4337,393,3348,48.3,2025-12-02,2025-12,CASH,PENDING,Standard Premium
4338,393,3348,49.54,2025-12-04,2025-12,CASH,PAID,Standard Premium
4339,393,3348,46.6,2025-12-04,2025-12,CASH,PENDING,Standard Premium
4340,393,3348,48.85,2025-12-03,2025-12,CASH,PAID,Standard Premium
4341,394,3349,47.36,2025-03-11,2025-03,CARD,PENDING,Standard Premium
4342,394,3350,92.18,2025-04-11,2025-04,CASH,PAID,CrossFit Elite
4343,394,3351,61.39,2025-05-14,2025-05,VIREMENT,PAID,Yoga Flow
4344,394,3352,89.17,2025-06-11,2025-06,CARD,PENDING,CrossFit Elite
4345,394,3353,87.69,2025-07-13,2025-07,VIREMENT,PENDING,CrossFit Elite
4346,394,3354,57.65,2025-08-21,2025-08,CARD,PAID,Yoga Flow
4347,394,3355,86.55,2025-09-20,2025-09,CARD,PAID,CrossFit Elite
4348,394,3356,59.71,2025-10-17,2025-10,CASH,PAID,Yoga Flow
4349,394,3357,14.73,2025-11-20,2025-11,CASH,PAID,Day Pass
4350,394,3357,14.52,2025-11-17,2025-11,CASH,PENDING,Day Pass
4351,394,3357,15.17,2025-11-17,2025-11,CASH,PAID,Day Pass
4352,394,3357,15.05,2025-11-17,2025-11,CASH,PAID,Day Pass
4353,394,3358,48.63,2025-11-21,2025-11,CARD,PAID,Standard Premium
4354,394,3359,15.19,2025-12-31,2025-12,CASH,PAID,Day Pass
4355,394,3359,15.2,2025-12-31,2025-12,CASH,FAILED,Day Pass
4356,394,3359,14.93,2025-12-26,2025-12,CASH,PAID,Day Pass
4357,394,3359,15.51,2025-12-27,2025-12,CASH,PENDING,Day Pass
4358,394,3360,57.03,2026-01-01,2026-01,CASH,PAID,Yoga Flow
4359,394,3361,56.66,2026-02-03,2026-02,CASH,PAID,Yoga Flow
4360,394,3362,48.78,2026-03-06,2026-03,CARD,PAID,Standard Premium
4361,394,3363,15.58,2026-04-11,2026-04,VIREMENT,PAID,Day Pass
4362,394,3363,14.86,2026-04-07,2026-04,VIREMENT,PAID,Day Pass
4363,394,3363,14.57,2026-04-07,2026-04,VIREMENT,PAID,Day Pass
4364,394,3363,14.6,2026-04-10,2026-04,VIREMENT,PAID,Day Pass
4365,395,3364,47.52,2025-09-26,2025-09,CARD,PAID,Standard Premium
4366,395,3365,49.69,2025-10-25,2025-10,VIREMENT,PAID,Standard Premium
4367,395,3366,59.41,2025-11-24,2025-11,CASH,PENDING,Yoga Flow
4368,395,3367,48.59,2025-12-24,2025-12,VIREMENT,PAID,Standard Premium
4369,395,3368,86.06,2026-01-28,2026-01,CASH,PAID,CrossFit Elite
4370,395,3369,48.5,2026-02-27,2026-02,VIREMENT,PAID,Standard Premium
4371,395,3369,50.09,2026-02-27,2026-02,VIREMENT,PAID,Standard Premium
4372,395,3369,48.9,2026-02-27,2026-02,VIREMENT,PAID,Standard Premium
4373,396,3370,50.16,2026-01-07,2026-01,CARD,PAID,Standard Premium
4374,396,3371,57.89,2026-02-09,2026-02,VIREMENT,PAID,Yoga Flow
4375,396,3372,49.64,2026-03-16,2026-03,CARD,FAILED,Standard Premium
4376,397,3373,88.15,2025-02-25,2025-02,CASH,PAID,CrossFit Elite
4377,397,3374,56.3,2025-04-03,2025-04,CASH,PAID,Yoga Flow
4378,397,3375,88.04,2025-05-05,2025-05,CASH,PAID,CrossFit Elite
4379,397,3376,86.93,2025-06-02,2025-06,CASH,PAID,CrossFit Elite
4380,397,3377,88.65,2025-07-08,2025-07,CARD,PAID,CrossFit Elite
4381,397,3378,49.18,2025-08-08,2025-08,CARD,PAID,Standard Premium
4382,397,3379,51.24,2025-09-16,2025-09,CARD,PAID,Standard Premium
4383,397,3380,46.82,2025-10-12,2025-10,CASH,PAID,Standard Premium
4384,397,3381,86.23,2025-11-13,2025-11,CASH,PAID,CrossFit Elite
4385,397,3382,14.61,2025-12-19,2025-12,CARD,PAID,Day Pass
4386,397,3383,93.41,2025-12-23,2025-12,VIREMENT,PAID,CrossFit Elite
4387,397,3384,91.83,2026-01-27,2026-01,CASH,PAID,CrossFit Elite
4388,397,3385,48.24,2026-02-27,2026-02,VIREMENT,FAILED,Standard Premium
4389,397,3386,47.46,2026-03-31,2026-03,CASH,PAID,Standard Premium
4390,398,3387,89.51,2025-07-20,2025-07,CASH,PENDING,CrossFit Elite
4391,398,3388,58.67,2025-08-25,2025-08,CASH,PAID,Yoga Flow
4392,398,3389,48.76,2025-09-28,2025-09,CASH,FAILED,Standard Premium
4393,398,3390,15.23,2025-10-29,2025-10,CASH,PAID,Day Pass
4394,398,3391,50.6,2025-11-01,2025-11,CASH,PAID,Standard Premium
4395,398,3392,60.73,2025-11-28,2025-11,CASH,PAID,Yoga Flow
4396,398,3393,48.01,2026-01-05,2026-01,VIREMENT,PENDING,Standard Premium
4397,398,3394,86.27,2026-02-03,2026-02,CARD,PAID,CrossFit Elite
4398,398,3394,87.42,2026-02-04,2026-02,CARD,PAID,CrossFit Elite
4399,398,3394,93.1,2026-02-02,2026-02,CARD,PENDING,CrossFit Elite
4400,399,3395,61.47,2025-03-31,2025-03,CASH,PAID,Yoga Flow
4401,399,3396,86.11,2025-05-06,2025-05,CASH,PAID,CrossFit Elite
4402,399,3397,47.04,2025-06-05,2025-06,CARD,PAID,Standard Premium
4403,399,3398,49.97,2025-07-05,2025-07,CARD,PENDING,Standard Premium
4404,399,3399,92.17,2025-08-07,2025-08,CASH,PAID,CrossFit Elite
4405,399,3400,89.79,2025-09-04,2025-09,CASH,PAID,CrossFit Elite
4406,399,3401,49.35,2025-10-13,2025-10,CARD,PAID,Standard Premium
4407,399,3402,86.62,2025-11-13,2025-11,CARD,PAID,CrossFit Elite
4408,399,3403,84.57,2025-12-17,2025-12,CARD,PAID,CrossFit Elite
4409,399,3404,91.01,2026-01-17,2026-01,CARD,PAID,CrossFit Elite
4410,399,3405,47.46,2026-02-16,2026-02,CARD,PAID,Standard Premium
4411,399,3406,91.68,2026-03-17,2026-03,VIREMENT,PENDING,CrossFit Elite
4412,399,3407,48.37,2026-04-22,2026-04,CASH,PAID,Standard Premium
4413,400,3408,92.34,2026-03-09,2026-03,CASH,PAID,CrossFit Elite
4414,400,3408,90.66,2026-03-12,2026-03,CASH,PAID,CrossFit Elite
4415,401,3409,88.41,2025-10-14,2025-10,CASH,PAID,CrossFit Elite
4416,401,3410,91.96,2025-11-16,2025-11,CASH,PAID,CrossFit Elite
4417,401,3411,48.07,2025-12-21,2025-12,CASH,PAID,Standard Premium
4418,401,3412,85.59,2026-01-23,2026-01,CARD,PAID,CrossFit Elite
4419,401,3413,15.43,2026-02-23,2026-02,CARD,PAID,Day Pass
4420,401,3413,15.1,2026-02-25,2026-02,CARD,PAID,Day Pass
4421,401,3413,15.48,2026-02-27,2026-02,CARD,PAID,Day Pass
4422,401,3413,15.55,2026-02-22,2026-02,CARD,PAID,Day Pass
4423,402,3414,49.57,2024-11-26,2024-11,CASH,PAID,Standard Premium
4424,402,3415,15.49,2024-12-24,2024-12,VIREMENT,PAID,Day Pass
4425,402,3415,15.69,2024-12-26,2024-12,VIREMENT,PAID,Day Pass
4426,402,3416,90.16,2025-01-02,2025-01,CASH,PAID,CrossFit Elite
4427,402,3417,49.8,2025-01-29,2025-01,CARD,PAID,Standard Premium
4428,402,3418,46.84,2025-03-08,2025-03,CASH,PENDING,Standard Premium
4429,402,3419,59.02,2025-04-10,2025-04,CARD,PAID,Yoga Flow
4430,402,3420,47.01,2025-05-12,2025-05,CARD,PENDING,Standard Premium
4431,402,3421,85.89,2025-06-15,2025-06,CARD,PAID,CrossFit Elite
4432,402,3422,86.26,2025-07-20,2025-07,CASH,PAID,CrossFit Elite
4433,402,3423,61.46,2025-08-21,2025-08,CARD,PENDING,Yoga Flow
4434,402,3424,46.56,2025-09-16,2025-09,CARD,PAID,Standard Premium
4435,402,3425,90.58,2025-10-21,2025-10,CARD,FAILED,CrossFit Elite
4436,402,3426,61.6,2025-11-18,2025-11,CARD,PAID,Yoga Flow
4437,402,3427,85.25,2025-12-19,2025-12,CARD,FAILED,CrossFit Elite
4438,402,3428,56.41,2026-01-20,2026-01,CASH,FAILED,Yoga Flow
4439,402,3429,89.11,2026-02-25,2026-02,CASH,FAILED,CrossFit Elite
4440,402,3429,91.02,2026-02-21,2026-02,CASH,PAID,CrossFit Elite
4441,403,3430,14.74,2025-05-29,2025-05,CASH,PENDING,Day Pass
4442,403,3431,48.61,2025-06-04,2025-06,CASH,PAID,Standard Premium
4443,403,3432,15.4,2025-07-04,2025-07,CASH,PAID,Day Pass
4444,403,3433,50.97,2025-07-07,2025-07,VIREMENT,PAID,Standard Premium
4445,403,3434,48.59,2025-08-11,2025-08,CASH,PENDING,Standard Premium
4446,403,3435,86.29,2025-09-14,2025-09,CASH,PAID,CrossFit Elite
4447,403,3436,85.51,2025-10-16,2025-10,CASH,PAID,CrossFit Elite
4448,403,3437,48.18,2025-11-21,2025-11,CASH,PAID,Standard Premium
4449,403,3438,59.87,2025-12-26,2025-12,CARD,PAID,Yoga Flow
4450,403,3439,15.28,2026-01-29,2026-01,CASH,PAID,Day Pass
4451,403,3439,14.41,2026-01-29,2026-01,CASH,PAID,Day Pass
4452,404,3440,51.42,2025-05-04,2025-05,CARD,PAID,Standard Premium
4453,404,3441,46.78,2025-06-07,2025-06,CARD,PAID,Standard Premium
4454,404,3442,57.78,2025-07-04,2025-07,CARD,PAID,Yoga Flow
4455,404,3443,15.68,2025-08-13,2025-08,CARD,PAID,Day Pass
4456,404,3443,15.61,2025-08-12,2025-08,CARD,PAID,Day Pass
4457,404,3443,14.7,2025-08-10,2025-08,CARD,FAILED,Day Pass
4458,404,3443,14.85,2025-08-13,2025-08,CARD,PAID,Day Pass
4459,404,3444,15.03,2025-08-11,2025-08,CASH,PAID,Day Pass
4460,404,3445,58.06,2025-08-14,2025-08,CASH,PAID,Yoga Flow
4461,404,3446,60.43,2025-09-21,2025-09,CASH,PAID,Yoga Flow
4462,404,3447,87.15,2025-10-21,2025-10,CARD,PAID,CrossFit Elite
4463,404,3448,15.72,2025-11-27,2025-11,CARD,PAID,Day Pass
4464,404,3448,15.16,2025-11-30,2025-11,CARD,PAID,Day Pass
4465,404,3448,14.25,2025-11-26,2025-11,CARD,PAID,Day Pass
4466,404,3449,92.97,2025-12-01,2025-12,CASH,PAID,CrossFit Elite
4467,404,3450,57.24,2025-12-31,2025-12,CASH,PAID,Yoga Flow
4468,404,3450,60.72,2026-01-03,2026-01,CASH,FAILED,Yoga Flow
4469,404,3450,60.74,2025-12-31,2025-12,CASH,PAID,Yoga Flow
4470,404,3450,60.45,2025-12-31,2025-12,CASH,FAILED,Yoga Flow
4471,405,3451,51.44,2025-03-17,2025-03,CARD,PAID,Standard Premium
4472,405,3452,89.55,2025-04-18,2025-04,CASH,PAID,CrossFit Elite
4473,405,3453,14.99,2025-05-20,2025-05,CARD,FAILED,Day Pass
4474,405,3454,15.58,2025-05-27,2025-05,CASH,PAID,Day Pass
4475,405,3454,15.72,2025-05-26,2025-05,CASH,PAID,Day Pass
4476,405,3454,15.11,2025-05-24,2025-05,CASH,PAID,Day Pass
4477,405,3455,47.94,2025-05-30,2025-05,CARD,PAID,Standard Premium
4478,405,3456,49.68,2025-07-03,2025-07,CARD,PENDING,Standard Premium
4479,405,3457,90.53,2025-08-07,2025-08,CARD,PAID,CrossFit Elite
4480,405,3458,61.43,2025-09-05,2025-09,CARD,PAID,Yoga Flow
4481,405,3459,86.32,2025-10-08,2025-10,CARD,PAID,CrossFit Elite
4482,405,3460,86.64,2025-11-03,2025-11,CASH,PAID,CrossFit Elite
4483,405,3461,85.2,2025-12-11,2025-12,CARD,PAID,CrossFit Elite
4484,405,3462,88.11,2026-01-09,2026-01,CASH,PAID,CrossFit Elite
4485,405,3462,90.11,2026-01-09,2026-01,CASH,PAID,CrossFit Elite
4486,405,3462,85.93,2026-01-11,2026-01,CASH,FAILED,CrossFit Elite
4487,405,3462,87.51,2026-01-10,2026-01,CASH,PENDING,CrossFit Elite
4488,406,3463,48.41,2026-04-27,2026-04,CASH,PENDING,Standard Premium
4489,407,3464,49.96,2026-01-11,2026-01,CARD,PAID,Standard Premium
4490,407,3465,15.13,2026-02-10,2026-02,CASH,PAID,Day Pass
4491,407,3465,15.02,2026-02-06,2026-02,CASH,FAILED,Day Pass
4492,407,3466,93.34,2026-02-17,2026-02,CARD,PAID,CrossFit Elite
4493,407,3467,50.41,2026-03-18,2026-03,VIREMENT,PAID,Standard Premium
4494,408,3468,59.08,2024-12-25,2024-12,VIREMENT,PAID,Yoga Flow
4495,408,3469,60.88,2025-01-24,2025-01,VIREMENT,PAID,Yoga Flow
4496,408,3470,88.81,2025-03-02,2025-03,CARD,PAID,CrossFit Elite
4497,408,3471,86.38,2025-04-02,2025-04,CASH,PAID,CrossFit Elite
4498,408,3472,58.22,2025-05-05,2025-05,CASH,PAID,Yoga Flow
4499,408,3473,58.47,2025-06-11,2025-06,VIREMENT,PAID,Yoga Flow
4500,408,3474,89.17,2025-07-13,2025-07,CARD,PAID,CrossFit Elite
4501,408,3475,14.63,2025-08-13,2025-08,CARD,PAID,Day Pass
4502,408,3475,14.37,2025-08-11,2025-08,CARD,PENDING,Day Pass
4503,408,3476,56.18,2025-08-13,2025-08,VIREMENT,PAID,Yoga Flow
4504,408,3477,90.37,2025-09-16,2025-09,CASH,PAID,CrossFit Elite
4505,408,3478,85.06,2025-10-19,2025-10,CASH,PAID,CrossFit Elite
4506,408,3479,15.32,2025-11-20,2025-11,VIREMENT,PAID,Day Pass
4507,408,3480,88.95,2025-11-25,2025-11,CASH,PAID,CrossFit Elite
4508,408,3481,51.29,2025-12-21,2025-12,CASH,PAID,Standard Premium
4509,408,3482,87.26,2026-01-24,2026-01,CASH,PAID,CrossFit Elite
4510,408,3483,61.07,2026-02-25,2026-02,CARD,PAID,Yoga Flow
4511,408,3484,14.63,2026-03-28,2026-03,CASH,PAID,Day Pass
4512,408,3484,15.34,2026-03-23,2026-03,CASH,PAID,Day Pass
4513,409,3485,86.02,2026-04-27,2026-04,CARD,PAID,CrossFit Elite
4514,410,3486,14.83,2025-02-12,2025-02,CASH,PAID,Day Pass
4515,410,3486,14.9,2025-02-13,2025-02,CASH,PAID,Day Pass
4516,410,3486,15.66,2025-02-13,2025-02,CASH,PAID,Day Pass
4517,410,3487,50.29,2025-02-18,2025-02,CARD,FAILED,Standard Premium
4518,410,3488,49.21,2025-03-20,2025-03,CASH,FAILED,Standard Premium
4519,410,3489,14.34,2025-04-19,2025-04,CASH,PENDING,Day Pass
4520,410,3490,47.14,2025-04-24,2025-04,CASH,PAID,Standard Premium
4521,410,3491,47.08,2025-05-24,2025-05,CARD,PAID,Standard Premium
4522,410,3492,56.62,2025-06-27,2025-06,CASH,PAID,Yoga Flow
4523,410,3493,14.49,2025-08-02,2025-08,CARD,FAILED,Day Pass
4524,410,3493,14.86,2025-08-03,2025-08,CARD,PAID,Day Pass
4525,410,3493,14.45,2025-07-31,2025-07,CARD,PENDING,Day Pass
4526,410,3494,14.83,2025-07-30,2025-07,CARD,PAID,Day Pass
4527,410,3494,15.1,2025-08-02,2025-08,CARD,FAILED,Day Pass
4528,410,3494,15.3,2025-08-03,2025-08,CARD,PAID,Day Pass
4529,410,3494,14.37,2025-08-04,2025-08,CARD,PAID,Day Pass
4530,410,3495,57.34,2025-08-02,2025-08,CARD,PAID,Yoga Flow
4531,410,3496,48.61,2025-09-08,2025-09,VIREMENT,PAID,Standard Premium
4532,410,3497,48.2,2025-10-07,2025-10,CARD,PAID,Standard Premium
4533,410,3498,48.46,2025-11-04,2025-11,CARD,PAID,Standard Premium
4534,410,3499,15.07,2025-12-07,2025-12,CARD,PAID,Day Pass
4535,410,3499,15.73,2025-12-11,2025-12,CARD,PAID,Day Pass
4536,410,3499,14.4,2025-12-09,2025-12,CARD,PAID,Day Pass
4537,410,3499,14.84,2025-12-07,2025-12,CARD,PAID,Day Pass
4538,410,3500,14.28,2025-12-12,2025-12,CASH,PAID,Day Pass
4539,410,3500,15.15,2025-12-14,2025-12,CASH,PAID,Day Pass
4540,411,3501,86.33,2025-11-01,2025-11,CARD,PAID,CrossFit Elite
4541,411,3502,60.36,2025-12-11,2025-12,CASH,FAILED,Yoga Flow
4542,411,3503,50.13,2026-01-13,2026-01,CARD,PAID,Standard Premium
4543,411,3504,50.29,2026-02-12,2026-02,CARD,PAID,Standard Premium
4544,411,3505,14.35,2026-03-17,2026-03,CARD,PAID,Day Pass
4545,411,3505,14.48,2026-03-20,2026-03,CARD,PAID,Day Pass
4546,411,3505,14.38,2026-03-19,2026-03,CARD,PAID,Day Pass
4547,411,3506,47.46,2026-03-22,2026-03,CASH,PAID,Standard Premium
4548,412,3507,47.15,2025-06-15,2025-06,CARD,FAILED,Standard Premium
4549,412,3508,15.62,2025-07-19,2025-07,CASH,PAID,Day Pass
4550,412,3509,92.61,2025-07-22,2025-07,CASH,PAID,CrossFit Elite
4551,412,3510,50.65,2025-08-26,2025-08,CASH,PAID,Standard Premium
4552,412,3511,58.03,2025-09-24,2025-09,VIREMENT,PAID,Yoga Flow
4553,412,3512,15.71,2025-11-01,2025-11,CASH,PAID,Day Pass
4554,412,3512,14.89,2025-10-30,2025-10,CASH,PAID,Day Pass
4555,412,3512,14.46,2025-10-29,2025-10,CASH,PAID,Day Pass
4556,412,3513,47.18,2025-10-31,2025-10,CASH,PAID,Standard Premium
4557,412,3514,50.36,2025-12-06,2025-12,CARD,PAID,Standard Premium
4558,412,3515,60.0,2026-01-08,2026-01,CARD,PENDING,Yoga Flow
4559,412,3515,59.96,2026-01-09,2026-01,CARD,PAID,Yoga Flow
4560,412,3515,59.69,2026-01-05,2026-01,CARD,PENDING,Yoga Flow
4561,412,3515,61.89,2026-01-10,2026-01,CARD,PENDING,Yoga Flow
4562,413,3516,47.07,2026-02-20,2026-02,CASH,PAID,Standard Premium
4563,413,3517,47.84,2026-03-24,2026-03,CARD,PAID,Standard Premium
4564,413,3518,48.19,2026-04-20,2026-04,CARD,PAID,Standard Premium
4565,414,3519,47.09,2025-03-27,2025-03,CARD,PAID,Standard Premium
4566,414,3520,87.78,2025-04-28,2025-04,CASH,PAID,CrossFit Elite
4567,414,3521,87.87,2025-06-03,2025-06,CARD,PAID,CrossFit Elite
4568,414,3522,61.26,2025-07-04,2025-07,CASH,PAID,Yoga Flow
4569,414,3523,86.5,2025-08-08,2025-08,CARD,PAID,CrossFit Elite
4570,414,3524,14.35,2025-09-09,2025-09,CASH,PAID,Day Pass
4571,414,3525,57.86,2025-09-16,2025-09,CARD,PAID,Yoga Flow
4572,414,3526,88.69,2025-10-17,2025-10,CASH,PAID,CrossFit Elite
4573,414,3527,50.84,2025-11-23,2025-11,CASH,PAID,Standard Premium
4574,414,3528,87.85,2025-12-22,2025-12,CARD,FAILED,CrossFit Elite
4575,414,3529,47.23,2026-01-31,2026-01,CARD,PENDING,Standard Premium
4576,414,3530,51.28,2026-02-26,2026-02,CASH,PENDING,Standard Premium
4577,414,3531,85.68,2026-03-27,2026-03,CASH,PENDING,CrossFit Elite
4578,414,3532,89.56,2026-04-29,2026-04,CASH,PAID,CrossFit Elite
4579,415,3533,49.74,2025-12-09,2025-12,VIREMENT,PAID,Standard Premium
4580,415,3534,61.75,2026-01-09,2026-01,CASH,PAID,Yoga Flow
4581,415,3535,58.12,2026-02-11,2026-02,CASH,PAID,Yoga Flow
4582,415,3536,14.37,2026-03-15,2026-03,CASH,PAID,Day Pass
4583,415,3536,15.53,2026-03-11,2026-03,CASH,PAID,Day Pass
4584,415,3536,14.68,2026-03-15,2026-03,CASH,PAID,Day Pass
4585,415,3536,14.5,2026-03-14,2026-03,CASH,PAID,Day Pass
4586,416,3537,47.48,2025-03-28,2025-03,CASH,PAID,Standard Premium
4587,416,3538,56.21,2025-05-03,2025-05,CASH,PAID,Yoga Flow
4588,416,3539,61.42,2025-05-31,2025-05,CARD,PAID,Yoga Flow
